id,title,genres,overview,sentiment,director,cast,movieId
12220,The Story of Us,"['Comedy', 'Drama', 'Romance']",Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.,-0.8517192006111145,Rob Reiner,"['Bruce Willis', 'Michelle Pfeiffer', 'Rob Reiner']",2961
72710,The Host,"['Action', 'Adventure', 'Romance', 'Science Fiction', 'Thriller']","A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth, ""Wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans.",0.5106,Andrew Niccol,"['Saoirse Ronan', 'Diane Kruger', 'Jake Abel']",101577
10782,Basic,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.,-0.4588,John McTiernan,"['John Travolta', 'Connie Nielsen', 'Samuel L. Jackson']",6263
9573,Blood Work,"['Crime', 'Drama', 'Mystery', 'Thriller']","Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.",0.9408281445503236,Clint Eastwood,"['Clint Eastwood', 'Jeff Daniels', 'Anjelica Huston']",5506
4959,The International,"['Drama', 'Thriller', 'Crime']","An interpol agent and an attorney are determined to bring one of the world's most powerful banks to justice. Uncovering money laundering, arms trading, and conspiracy to destabilize world governments, their investigation takes them from Berlin, Milan, New York and Istanbul. Finding themselves in a chase across the globe, their relentless tenacity puts their own lives at risk.",0.5563,Tom Tykwer,"['Clive Owen', 'Naomi Watts', 'Armin Mueller-Stahl']",66198
10061,Escape from L.A.,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day.",-0.8885,John Carpenter,"['Kurt Russell', 'Stacy Keach', 'Steve Buscemi']",849
10386,The Iron Giant,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']","In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",-0.6808,Brad Bird,"['Eli Marienthal', 'Jennifer Aniston', 'Vin Diesel']",2761
421,The Life Aquatic with Steve Zissou,"['Adventure', 'Comedy', 'Drama']",Wes Anderson’s incisive quirky comedy build up stars complex characters like in ‘The Royal Tenenbaums’ with Bill Murray on in the leading role. An ocean adventure documentary film maker Zissou is put in all imaginable life situations and a tough life crisis as he attempts to make a new film about capturing the creature that caused him pain.,-0.3818,Wes Anderson,"['Bill Murray', 'Anjelica Huston', 'Cate Blanchett']",30810
11615,The Life of David Gale,"['Drama', 'Thriller', 'Crime']",A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,-0.9274,Alan Parker,"['Kevin Spacey', 'Kate Winslet', 'Laura Linney']",6187
13498,Man of the House,"['Comedy', 'Action']",Texas Ranger Roland Sharp is assigned to protect the only witnesses to the murder of a key figure in the prosecution of a drug kingpin -- a group of University of Texas cheerleaders. Sharp must now go undercover as an assistant cheerleading coach and move in with the young women.,-0.4404,Stephen Herek,"['Tommy Lee Jones', 'Cedric the Entertainer', 'Christina Milian']",31867
241554,Run All Night,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss, Jimmy is haunted by the sins of his past—as well as a dogged police detective who’s been one step behind Jimmy for 30 years. But when Jimmy’s estranged son becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now, with nowhere safe to turn, Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",-0.9944906234741212,Jaume Collet-Serra,"['Liam Neeson', 'Ed Harris', 'Joel Kinnaman']",129937
2252,Eastern Promises,"['Thriller', 'Crime', 'Mystery']",A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,-0.8625,David Cronenberg,"['Naomi Watts', 'Viggo Mortensen', 'Vincent Cassel']",55118
11968,Into the Blue,"['Action', 'Thriller', 'Adventure', 'Crime']","When they take some friends on an extreme sport adventure, the last thing Jared and Sam expect to see below the shark-infested waters is a legendary pirate ship rumored to contain millions of dollars in gold. But their good fortune is short-lived, as a ruthless gang of criminals gets word of what they have uncovered.",-0.99741131067276,John Stockwell,"['Paul Walker', 'Jessica Alba', 'Scott Caan']",37853
10047,The Messenger: The Story of Joan of Arc,"['Adventure', 'Drama', 'Action', 'History', 'War']",In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's dimished kingdom - through her amazing victories until her violent and untimely death.,-0.4939,Luc Besson,"['Milla Jovovich', 'Dustin Hoffman', 'Faye Dunaway']",3053
38319,Your Highness,['Comedy'],"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",0.3384,David Gordon Green,"['Danny McBride', 'James Franco', 'Natalie Portman']",87529
69668,Dream House,"['Drama', 'Thriller', 'Mystery']","Publisher, Will Atenton quits a lucrative job in New York to relocate his wife, Libby and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.",-0.8957,Jim Sheridan,"['Daniel Craig', 'Naomi Watts', 'Rachel Weisz']",90578
9770,Mad City,"['Action', 'Drama', 'Thriller']",A misguided museum guard who loses his job and then tries to get it back at gunpoint is thrown into the fierce world of ratings-driven TV gone mad.,-0.6705,Costa-Gavras,"['John Travolta', 'Dustin Hoffman', 'Mia Kirshner']",1667
11212,Baby's Day Out,"['Action', 'Adventure', 'Comedy', 'Family']","Baby Bink couldn't ask for more; he has adoring (if somewhat sickly-sweet) parents, he lives in a huge mansion, and he's just about to appear in the social pages of the paper. Unfortunately, not everyone in the world is as nice as Baby Bink's parents; especially the three enterprising kidnapers who pretend to be photographers from the newspaper. Successfully kidnaping Baby Bink, they have a harder time keeping hold of the rascal, who not only keeps one step ahead of them, but seems to be more than a little bit smarter than the three bumbling criminals.",-0.9753323197364808,Patrick Read Johnson,"['Joe Mantegna', 'Lara Flynn Boyle', 'Joe Pantoliano']",5096
10533,The Scarlet Letter,"['Drama', 'History', 'Romance']","Set in puritanical Boston in the mid 1600s, the story of seamstress Hester Prynne, who is outcast after she becomes pregnant by a respected reverend. She refuses to divulge the name of the father, is ""convicted"" of adultery and forced to wear a scarlet ""A"" until an Indian attack unites the Puritans and leads to a reevaluation of their laws and morals.",-0.4588,Roland Joffé,"['Demi Moore', 'Gary Oldman', 'Robert Duvall']",191
38363,Fair Game,"['Drama', 'Thriller']","Wife and mother Valerie Plame (Naomi Watts) has a double life as a CIA operative, hiding her vocation from family and friends. Her husband, Joseph Wilson (Sean Penn), writes a controversial article in The New York Times, refuting stories about the sale of enriched uranium to Iraq, Then Valerie's secret work and identity is leaked to the press. With her cover blown and other people endangered, Valerie's career and personal life begin to unravel.",-0.296,Doug Liman,"['Naomi Watts', 'Sean Penn', 'Ty Burrell']",81641
9923,Domino,"['Action', 'Crime']","The daughter of actor, Laurence Harvey turns away from her career as a Ford model to become a bounty hunter.",-0.960583746433258,Tony Scott,"['Keira Knightley', 'Mickey Rourke', 'Edgar Ramírez']",37382
11863,Jade,"['Action', 'Thriller', 'Mystery', 'Romance']","Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case.",-0.9892276525497437,William Friedkin,"['David Caruso', 'Linda Fiorentino', 'Chazz Palminteri']",132
18501,Gamer,"['Action', 'Thriller', 'Science Fiction']","Mind-control technology has taken society by a storm, a multiplayer on-line game called ""Slayers"" allows players to control human prisoners in mass-scale. Simon (Lerman) controls Kable (Butler), the online champion of the game. Kable's ultimate challenge becomes regaining his identity and independence by defeating the game's mastermind (Hall).",0.5619120597839355,Brian Taylor,"['Gerard Butler', 'Michael C. Hall', 'Logan Lerman']",71254
109491,Beautiful Creatures,"['Fantasy', 'Drama', 'Romance']","Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.",-0.5423,Richard LaGravenese,"['Alden Ehrenreich', 'Alice Englert', 'Jeremy Irons']",100487
9275,Death to Smoochy,"['Comedy', 'Crime', 'Drama', 'Thriller']","Tells the story of Rainbow Randolph, the corrupt, costumed star of a popular children's TV show, who is fired over a bribery scandal and replaced by squeaky-clean Smoochy, a puffy fuscia rhinoceros. As Smoochy catapults to fame - scoring hit ratings and the affections of a network executive - Randolph makes the unsuspecting rhino the target of his numerous outrageous attempts to exact revenge and reclaim his status as America's sweetheart.",0.9842200875282288,Danny DeVito,"['Robin Williams', 'Catherine Keener', 'Edward Norton']",5265
12634,The Big Bounce,"['Comedy', 'Crime']","A small-time con artist and a Hawaiian real estate developer's mischievous, enterprising mistress team up for a potential $200,000 score.",0.5106,George Armitage,"['Owen Wilson', 'Morgan Freeman', 'Gary Sinise']",7257
10416,What Planet Are You From?,"['Comedy', 'Drama', 'Romance', 'Science Fiction']","A highly-evolved planet, whose denizens feel no emotion and reproduce by cloning, plans to take over Earth from the inside by sending an operative, fashioned with a humming, mechanical penis, to impregnate an earthling and stay until the birth. The alien, Harold Anderson, goes to Phoenix as a banker and sets to work finding a mate. His approaches to women are inept, and the humming phallus doesn't help, but on the advice of a banking colleague, he cruises an AA meeting, meets Susan, and somehow convinces her to marry. The clock starts to tick: will she conceive, have a baby, and lose Harold (and the child) to his planet before he discovers emotion and starts to care?",-0.7607244253158569,Mike Nichols,"['Garry Shandling', 'Annette Bening', 'John Goodman']",3326
47327,Drive Angry,"['Fantasy', 'Thriller', 'Action', 'Crime']","Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with Piper, a sexy, tough-as-nails waitress with a 69 Charger, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult.",-0.959,Patrick Lussier,"['Nicolas Cage', 'Amber Heard', 'William Fichtner']",84942
15268,Street Fighter: The Legend of Chun-Li,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","When a teenager, Chun-Li witnesses the kidnapping of her father by wealthy crime lord M. Bison. When she grows up, she goes into a quest for vengeance and becomes the famous crime-fighter of the Street Fighter universe.",0.9975128173828124,Andrzej Bartkowiak,"['Kristin Kreuk', 'Chris Klein', 'Neal McDonough']",66639
10796,The One,"['Action', 'Science Fiction', 'Thriller']",A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.,-0.5574,James Wong,"['Jet Li', 'Jason Statham', 'Carla Gugino']",4887
9548,The Adventures of Ford Fairlane,"['Action', 'Comedy', 'Thriller', 'Crime', 'Mystery']","Ford ""Mr. Rock n' Roll Detective"" Fairlane is experiencing problems, and it's not with the opposite sex. One of them is that all the rock stars pay him with drum sticks, koala bears, food processors and bicycle shorts. Another one of them is that all his employers that want him to find a girl named Zuzu Petals get killed. Why didn't he become a fisherman's detective instead?",-0.8074,Renny Harlin,"['Andrew Dice Clay', 'Wayne Newton', 'Priscilla Presley']",7193
18947,The Boat That Rocked,"['Drama', 'Comedy']","The Boat that Rocked is an ensemble comedy, where the romance is between the young people of the 60s, and pop music. It's about a band of DJs that captivate Britain, playing the music that defines a generation and standing up to a government that  wanted control of popular culture via the British Broadcasting Corporation. Loosely based on the events in Britain in the 60's when the Labour government of Harold Wilson, wanted to bring the pirate stations under control, enough to see the passage of the Marine Broadcasting Offences Act on 15 August 1967",0.996052861213684,Richard Curtis,"['Tom Sturridge', 'Philip Seymour Hoffman', 'Rhys Ifans']",68073
1900,Traffic,"['Thriller', 'Drama', 'Crime']","An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",0.9943268895149232,Steven Soderbergh,"['Michael Douglas', 'Benicio del Toro', 'Jacob Vargas']",4034
89,Indiana Jones and the Last Crusade,"['Adventure', 'Action']","When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",-0.5267,Steven Spielberg,"['Harrison Ford', 'Sean Connery', 'Denholm Elliott']",1291
96724,Anna Karenina,"['Drama', 'Romance']","Trapped in a loveless marriage, aristocrat Anna Karenina enters into a life-changing affair with the affluent Count Vronsky.",-0.5267,Joe Wright,"['Keira Knightley', 'Jude Law', 'Aaron Taylor-Johnson']",97936
198184,Chappie,"['Crime', 'Action', 'Science Fiction']","Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",0.7783,Neill Blomkamp,"['Sharlto Copley', 'Dev Patel', 'Ninja']",120466
9481,The Bone Collector,"['Drama', 'Mystery', 'Thriller', 'Crime']","Rookie cop, Amelia Donaghy reluctantly teams with Lincoln Rhyme – formerly the department's top homicide detective but now paralyzed as a result of a spinal injury – to catch a grisly serial killer dubbed 'The Bone Collector'. The murderer's special signature is to leave tantalizing clues based on the grim remains of his crimes.",-0.9194,Phillip Noyce,"['Denzel Washington', 'Angelina Jolie', 'Queen Latifah']",3005
4547,Panic Room,"['Crime', 'Drama', 'Thriller']","Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",-0.5123,David Fincher,"['Jodie Foster', 'Kristen Stewart', 'Forest Whitaker']",5266
6415,Three Kings,"['Action', 'Adventure', 'Comedy']","A group of American soldiers stationed in Iraq at the end of the Gulf War find a map they believe will take them to a huge cache of stolen Kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything.",-0.7003,David O. Russell,"['George Clooney', 'Mark Wahlberg', 'Ice Cube']",2890
9896,Rat Race,"['Adventure', 'Comedy']","In an ensemble film about easy money, greed, manipulation and bad driving, a Las Vegas casino tycoon entertains his wealthiest high rollers -- a group that will bet on anything -- by pitting six ordinary people against each other in a wild dash for $2 million jammed into a locker hundreds of miles away. The tycoon and his wealthy friends monitor each racer's every move to keep track of their favorites. The only rule in this race is that there are no rules.",0.9842575788497924,Jerry Zucker,"['Cuba Gooding Jr.', 'Seth Green', 'Whoopi Goldberg']",4728
167,K-PAX,"['Drama', 'Science Fiction']","Prot is a patient at a mental hospital who claims to be from a far away Planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",-0.9969804883003236,Iain Softley,"['Jeff Bridges', 'Kevin Spacey', 'Mary McCormack']",4874
11232,Kate & Leopold,"['Comedy', 'Fantasy', 'Romance', 'Science Fiction']","When her scientist ex-boyfriend discovers a portal to travel through time -- and brings back a 19th-century nobleman named Leopold to prove it -- a skeptical Kate reluctantly takes responsibility for showing Leopold the 21st century. The more time Kate spends with Leopold, the harder she falls for him. But if he doesn't return to his own time, his absence will forever alter history.",-0.2144,James Mangold,"['Meg Ryan', 'Hugh Jackman', 'Liev Schreiber']",4992
1636,Bedazzled,"['Fantasy', 'Comedy', 'Romance']","Elliot Richardson, suicidal techno geek, is given seven wishes to turn his life around when he meets up with a very seductive Satan. The catch: his soul. Some of his wishes include a 7 foot basketball star, a rock star, and a hamburger. But, as could be expected, the Devil must put her own little twist on each his fantasies.",-0.8641,Harold Ramis,"['Elizabeth Hurley', 'Brendan Fraser', ""Frances O'Connor""]",3968
2148,The Cotton Club,"['Music', 'Drama', 'Crime', 'Romance']","The story of the people that frequented Harlem's famous nightclubs, 'The Cotton Club', and those that ran it.",0.9986597299575806,Francis Ford Coppola,"['Richard Gere', 'Gregory Hines', 'Diane Lane']",4690
5176,3:10 to Yuma,['Western'],"In Arizona in the late 1800's, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.",-0.9612,James Mangold,"['Russell Crowe', 'Christian Bale', 'Logan Lerman']",54997
260346,Taken 3,"['Thriller', 'Action']","Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",-0.8979,Olivier Megaton,"['Liam Neeson', 'Forest Whitaker', 'Maggie Grace']",120635
1389,Out of Sight,"['Romance', 'Comedy', 'Crime']","Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law. Variety hails Out of Sight as ""a sly, sexy, vastly entertaining film.""",0.9994196891784668,Steven Soderbergh,"['George Clooney', 'Jennifer Lopez', 'Ving Rhames']",1912
9894,The Cable Guy,"['Comedy', 'Drama', 'Thriller']","When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up -- and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the ""friendship,"" Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behavior.",0.743,Ben Stiller,"['Jim Carrey', 'Matthew Broderick', 'Leslie Mann']",784
7504,Earth,['Drama'],It's 1947 and the borderlines between India and Pakistan are being drawn. A young girl bears witnesses to tragedy as her ayah is caught between the love of two men and the rising tide of political and religious violence.,-0.6486,Deepa Mehta,"['Aamir Khan', 'Nandita Das', 'Maia Sethna']",6682
8592,Dick Tracy,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']","The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob,",0.9939520955085754,Warren Beatty,"['Warren Beatty', 'Al Pacino', 'Madonna']",2616
913,The Thomas Crown Affair,"['Drama', 'Crime', 'Romance']","A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",0.539,John McTiernan,"['Pierce Brosnan', 'Rene Russo', 'Denis Leary']",2763
11091,Riding in Cars with Boys,"['Comedy', 'Drama', 'Romance']","A single mother, with dreams of becoming a writer, has a son at the age of 15 in 1965, and goes through a failed marriage with the drug-addicted father.",-0.9470316171646118,Penny Marshall,"['Drew Barrymore', 'Steve Zahn', 'Adam Garcia']",4867
1368,First Blood,"['Action', 'Adventure', 'Thriller', 'War']","When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, the Vietnam vet snaps, runs for the hills and rat-a-tat-tats his way into the action-movie hall of fame. Hounded by a relentless sheriff, Rambo employs heavy-handed guerilla tactics to shake the cops off his tail.",-0.6369,Ted Kotcheff,"['Sylvester Stallone', 'Richard Crenna', 'Brian Dennehy']",2403
593,Solaris,"['Drama', 'Science Fiction', 'Adventure', 'Mystery']","Ground control has been receiving strange transmissions from the three remaining residents of the Solaris space station. When cosmonaut and psychologist Kris Kelvin is sent to investigate, he experiences the strange phenomena that afflict the Solaris crew, sending him on a voyage into the darkest recesses of his own consciousness. Based on the novel by the same name from Polish author Stanislaw Lem.",-0.5423,Andrei Tarkovsky,"['Donatas Banionis', 'Natalya Bondarchuk', 'Jüri Järvet']",3503
5393,Happily N'Ever After,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']","An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort.",-0.7351,Yvette Kaplan,"['George Carlin', 'Andy Dick', 'Sarah Michelle Gellar']",50149
9095,Mary Reilly,"['Drama', 'Horror', 'Thriller', 'Romance']","A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",0.6369,Stephen Frears,"['Julia Roberts', 'John Malkovich', 'George Cole']",92
8874,My Best Friend's Wedding,"['Comedy', 'Romance']","When she receives word that her longtime platonic pal Michael O'Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael -- and sets out to sabotage the wedding.",-0.4019,P.J. Hogan,"['Julia Roberts', 'Dermot Mulroney', 'Cameron Diaz']",1569
11467,America's Sweethearts,"['Comedy', 'Romance']","In the midst of a nasty public breakup of married movie stars, a studio publicist scrambles to put a cap on the escalating situation as the couple's latest film has found it's only print kidnapped by the director.",-0.5574,Joe Roth,"['Julia Roberts', 'Billy Crystal', 'Catherine Zeta-Jones']",4639
320,Insomnia,"['Crime', 'Mystery', 'Thriller']",Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,-0.6249,Christopher Nolan,"['Al Pacino', 'Robin Williams', 'Hilary Swank']",5388
199,Star Trek: First Contact,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",-0.7003,Jonathan Frakes,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner']",1356
20533,Jonah Hex,"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']","Gunslinger Jonah Hex (Josh Brolin) is appointed by President Ulysses Grant to track down terrorist Quentin Turnbull (John Malkovich), a former Confederate officer determined on unleashing hell on earth. Jonah not only secures freedom by accepting this task, he also gets revenge on the man who slayed his wife and child. Megan Fox plays a prostitute as well as Jonah Hex's love interst in the film.",-0.6405,Jimmy Hayward,"['Josh Brolin', 'John Malkovich', 'Megan Fox']",78467
10684,Courage Under Fire,"['Drama', 'Thriller', 'Mystery', 'War']","A US Army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. Later he was tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor posthumously. At first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses....",0.8126,Edward Zwick,"['Denzel Washington', 'Meg Ryan', 'Lou Diamond Phillips']",647
1624,Liar Liar,['Comedy'],"Fletcher Reede is a fast-talking attorney and habitual liar. When his son Max blows out the candles on his fifth birthday he has just one wish - that his dad will stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest liability.",-0.3612,Tom Shadyac,"['Jim Carrey', 'Maura Tierney', 'Cary Elwes']",1485
888,The Flintstones,"['Fantasy', 'Comedy', 'Family']",Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,-0.7070389986038208,Brian Levant,"['John Goodman', 'Elizabeth Perkins', 'Rick Moranis']",355
82675,Taken 2,"['Action', 'Crime', 'Thriller']","In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",-0.6705,Olivier Megaton,"['Liam Neeson', 'Maggie Grace', 'Famke Janssen']",96861
4256,Scary Movie 3,['Comedy'],"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",-0.7964,David Zucker,"['Pamela Anderson', 'Jenny McCarthy', 'Marny Eng']",6888
1493,Miss Congeniality,"['Comedy', 'Crime', 'Action']","When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",-0.9967384934425354,Donald Petrie,"['Sandra Bullock', 'Benjamin Bratt', 'Michael Caine']",4025
88751,Journey to the Center of the Earth,"['Action', 'Science Fiction', 'Adventure', 'Comedy', 'Family']","On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",-0.4588,Eric Brevig,"['Brendan Fraser', 'Josh Hutcherson', 'Anita Briem']",60514
11130,The Princess Diaries 2: Royal Engagement,"['Comedy', 'Drama', 'Family', 'Romance']","Mia Thermopolis is now a college graduate and on her way to Genovia to take up her duties as princess. Her best friend Lilly also joins her for the summer. Mia continues her 'princess lessons'- riding horses side-saddle, archery, and other royal. But her complicated life is turned upside down once again when she not only learns that she is to take the crown as queen earlier than expected...",0.3612,Garry Marshall,"['Anne Hathaway', 'Julie Andrews', 'Héctor Elizondo']",8808
9944,The Pelican Brief,"['Drama', 'Mystery', 'Thriller', 'Crime']",Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.,-0.9937121868133544,Alan J. Pakula,"['Julia Roberts', 'Denzel Washington', 'Sam Shepard']",2803
10731,The Client,"['Drama', 'Thriller', 'Crime', 'Mystery']","A street-wise kid, Mark Sway, sees the suicide of Jerome Clifford, a prominent Louisiana lawyer, whose current client is Barry 'The Blade' Muldano, a Mafia hit-man. Before Jerome shoots himself, he tells Mark where the body of a Senator is buried. Clifford shoots himself and Mark is found at the scene, and both the FBI and the Mafia quickly realize that Mark probably knows more than he says.",-0.4939,Joel Schumacher,"['Susan Sarandon', 'Tommy Lee Jones', 'Mary-Louise Parker']",350
7350,The Bucket List,"['Drama', 'Comedy']","Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.",0.9994180202484132,Rob Reiner,"['Jack Nicholson', 'Morgan Freeman', 'Sean Hayes']",56587
9869,Patriot Games,"['Drama', 'Action', 'Thriller', 'Crime']","When CIA Analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets Jack and his family as revenge.",-0.8074,Phillip Noyce,"['Harrison Ford', 'Anne Archer', 'Patrick Bergin']",3256
4379,Monster-in-Law,"['Romance', 'Comedy']","Office temp Charlotte Cantilini thinks she's found Mr. Right when she starts dating gorgeous surgeon Dr. Kevin Fields. But there's a problem standing in the way of everlasting bliss: Kevin's overbearing and controlling mother, Viola. Fearing she'll lose her son's affections forever, Viola decides to break up the happy couple by becoming the world's worst mother-in-law.",-0.6652,Robert Luketic,"['Jennifer Lopez', 'Jane Fonda', 'Michael Vartan']",33499
146233,Prisoners,"['Drama', 'Thriller', 'Crime']","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?",-0.9637913703918456,Denis Villeneuve,"['Hugh Jackman', 'Jake Gyllenhaal', 'Paul Dano']",104879
2034,Training Day,"['Action', 'Crime', 'Drama', 'Thriller']","On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",-0.9982656836509703,Antoine Fuqua,"['Denzel Washington', 'Ethan Hawke', 'Scott Glenn']",4776
